eta	mean	conf_05	conf_95	trace_00	trace_01	trace_02	trace_03	trace_04	trace_05	trace_06	trace_07	trace_08	trace_09	trace_10	trace_11	trace_12	trace_13	trace_14	trace_15	trace_16	trace_17	trace_18	trace_19	trace_20	trace_21	trace_22	trace_23	trace_24	trace_25	trace_26	trace_27	trace_28	trace_29	trace_30	trace_31	trace_32	trace_33	trace_34	trace_35	trace_36	trace_37	trace_38	trace_39	trace_40	trace_41	trace_42	trace_43	trace_44	trace_45	trace_46	trace_47	trace_48	trace_49
0.0107227	2.92705	2.92688	2.92746	2.92689	2.92688	2.92689	2.92689	2.92692	2.92688	2.92706	2.92750	2.92743	2.92688	2.92688	2.92696	2.92691	2.92689	2.92689	2.92756	2.92691	2.92707	2.92689	2.92688	2.92689	2.92688	2.92718	2.92696	2.92717	2.92688	2.92741	2.92693	2.92688	2.92706	2.92711	2.92688	2.92694	2.92692	2.92704	2.92770	2.92688	2.92692	2.92690	2.92707	2.92688	2.92688	2.92756	2.92688	2.92690	2.92728	2.92738	2.92763	2.92696	2.92745
0.0120450	2.93232	2.93218	2.93268	2.93218	2.93218	2.93218	2.93218	2.93220	2.93218	2.93227	2.93263	2.93291	2.93218	2.93218	2.93223	2.93219	2.93218	2.93218	2.93273	2.93220	2.93230	2.93218	2.93218	2.93219	2.93218	2.93237	2.93229	2.93239	2.93218	2.93268	2.93220	2.93218	2.93233	2.93249	2.93218	2.93222	2.93220	2.93224	2.93312	2.93218	2.93220	2.93218	2.93225	2.93218	2.93218	2.93276	2.93218	2.93219	2.93246	2.93268	2.93268	2.93227	2.93242
0.0135305	2.93370	2.93361	2.93395	2.93362	2.93361	2.93362	2.93362	2.93362	2.93361	2.93366	2.93390	2.93369	2.93361	2.93361	2.93364	2.93362	2.93362	2.93362	2.93398	2.93363	2.93368	2.93362	2.93361	2.93362	2.93361	2.93372	2.93382	2.93375	2.93361	2.93409	2.93362	2.93361	2.93373	2.93410	2.93361	2.93365	2.93362	2.93363	2.93428	2.93361	2.93362	2.93362	2.93364	2.93361	2.93361	2.93394	2.93361	2.93362	2.93381	2.93411	2.93368	2.93374	2.93367
0.0151991	2.93024	2.93016	2.93036	2.93016	2.93016	2.93016	2.93016	2.93017	2.93016	2.93019	2.93031	2.93018	2.93016	2.93016	2.93017	2.93017	2.93016	2.93016	2.93035	2.93018	2.93019	2.93016	2.93016	2.93017	2.93016	2.93021	2.93080	2.93024	2.93016	2.93063	2.93017	2.93016	2.93028	2.93018	2.93016	2.93020	2.93017	2.93017	2.93089	2.93016	2.93017	2.93016	2.93017	2.93016	2.93016	2.93026	2.93016	2.93017	2.93032	2.93065	2.93017	2.93046	2.93017
0.0170735	2.91975	2.91969	2.91985	2.91969	2.91969	2.91969	2.91969	2.91969	2.91969	2.91972	2.91975	2.91970	2.91969	2.91969	2.91969	2.91969	2.91969	2.91969	2.91976	2.92014	2.91970	2.91969	2.91969	2.91969	2.91969	2.91971	2.91977	2.91973	2.91969	2.92019	2.91969	2.91969	2.91985	2.91969	2.91969	2.91974	2.91969	2.91970	2.91982	2.91969	2.91969	2.91969	2.91970	2.91969	2.91969	2.91971	2.91969	2.91969	2.91989	2.92015	2.91969	2.92020	2.91969
0.0191791	2.89702	2.89699	2.89710	2.89699	2.89699	2.89699	2.89699	2.89699	2.89699	2.89708	2.89701	2.89699	2.89699	2.89699	2.89699	2.89699	2.89699	2.89699	2.89701	2.89699	2.89699	2.89699	2.89699	2.89699	2.89699	2.89700	2.89699	2.89701	2.89699	2.89721	2.89699	2.89699	2.89730	2.89699	2.89699	2.89707	2.89699	2.89721	2.89708	2.89699	2.89699	2.89699	2.89699	2.89699	2.89699	2.89699	2.89699	2.89699	2.89729	2.89731	2.89699	2.89705	2.89699
0.0215444	2.84491	2.84489	2.84492	2.84491	2.84491	2.84491	2.84492	2.84492	2.84491	2.84486	2.84491	2.84491	2.84491	2.84491	2.84491	2.84491	2.84492	2.84491	2.84491	2.84491	2.84491	2.84492	2.84491	2.84491	2.84491	2.84491	2.84491	2.84491	2.84491	2.84490	2.84491	2.84492	2.84489	2.84491	2.84491	2.84485	2.84491	2.84490	2.84487	2.84491	2.84491	2.84492	2.84491	2.84492	2.84492	2.84491	2.84491	2.84491	2.84490	2.84482	2.84491	2.84491	2.84491
0.0242013	2.61745	2.61684	2.61784	2.61768	2.61781	2.61779	2.61780	2.61765	2.61785	2.61684	2.61649	2.61707	2.61782	2.61784	2.61752	2.61742	2.61773	2.61782	2.61666	2.61771	2.61746	2.61782	2.61782	2.61704	2.61784	2.61721	2.61707	2.61719	2.61785	2.61723	2.61754	2.61779	2.61727	2.61733	2.61784	2.61719	2.61739	2.61699	2.61647	2.61782	2.61771	2.61774	2.61672	2.61785	2.61782	2.61724	2.61786	2.61741	2.61678	2.61719	2.61769	2.61721	2.61764
0.0271859	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104
0.0305386	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104
0.0343047	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104
0.0385353	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104
0.0432876	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104	2.46104
